person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
24,68000,rent,3.0,education,b,13500,12.21,0,0.2,n,2
26,71000,rent,5.0,medical,b,13500,12.69,0,0.19,n,3
26,77508,rent,10.0,venture,c,13500,12.87,0,0.17,y,2
25,30576,mortgage,5.0,debtconsolidation,a,10000,6.03,0,0.33,n,4
26,100000,rent,0.0,personal,a,13500,7.14,0,0.14,n,3
26,185000,rent,0.0,venture,a,13500,5.99,0,0.07,n,3
23,35000,rent,6.0,debtconsolidation,b,13475,10.65,1,0.39,n,3
23,30652,mortgage,4.0,debtconsolidation,d,6000,14.54,1,0.2,y,2
23,29000,rent,1.0,venture,c,13475,14.26,1,0.46,y,4
23,29000,rent,4.0,medical,d,13450,12.61,1,0.46,n,3
24,35000,rent,8.0,medical,b,13400,10.99,1,0.38,n,3
26,38000,rent,3.0,education,b,13400,9.99,1,0.35,n,2
25,30720,mortgage,3.0,venture,b,2000,11.12,0,0.07,n,2
22,50000,rent,0.0,debtconsolidation,d,13350,14.59,1,0.27,n,2
24,33000,rent,2.0,debtconsolidation,a,13300,7.66,1,0.4,n,4
24,39875,rent,7.0,personal,d,13300,16.0,1,0.33,y,4
23,54000,rent,5.0,venture,d,13275,17.58,0,0.25,y,2
25,24000,rent,3.0,venture,b,13250,10.37,1,0.55,n,2
23,30873,mortgage,8.0,education,b,4200,10.99,0,0.14,n,4
22,30000,rent,4.0,debtconsolidation,e,13250,16.4,1,0.44,y,3
22,33300,rent,0.0,debtconsolidation,b,13250,10.99,1,0.4,n,4
26,37500,rent,6.0,debtconsolidation,c,13250,13.49,1,0.35,y,3
23,38400,rent,1.0,venture,b,13250,10.99,1,0.35,n,4
26,40000,rent,3.0,personal,b,13250,11.71,1,0.33,n,2
25,40000,rent,9.0,personal,d,13250,10.99,1,0.33,n,3
26,35000,rent,5.0,venture,c,13225,13.49,1,0.38,y,3
22,40000,rent,6.0,personal,d,13225,16.77,1,0.33,y,2
23,30996,own,2.0,venture,b,5000,11.86,0,0.16,n,2
24,30996,own,4.0,education,a,8000,7.51,0,0.26,n,3
22,31500,rent,5.0,education,b,13200,11.71,1,0.42,n,4
23,44248,rent,4.0,education,a,13200,10.99,0,0.3,n,2
25,46596,rent,2.0,debtconsolidation,b,13200,12.53,0,0.28,n,4
24,60000,rent,1.0,personal,a,13200,6.62,0,0.22,n,4
22,60000,rent,0.0,personal,a,13200,8.49,0,0.22,n,3
26,31000,mortgage,9.0,homeimprovement,a,15000,7.9,1,0.48,n,4
26,54000,rent,0.0,personal,d,13200,14.91,1,0.24,y,2
22,62000,rent,5.0,venture,a,13200,10.99,0,0.21,n,4
21,31000,mortgage,5.0,personal,a,6000,7.51,0,0.19,n,4
24,72000,rent,3.0,homeimprovement,a,13200,7.29,0,0.18,n,3
23,75000,rent,3.0,venture,a,13200,6.17,0,0.18,n,4
25,76000,rent,4.0,education,c,13200,12.23,0,0.17,n,4
25,31000,own,8.0,personal,a,12000,10.99,0,0.39,n,3
21,31000,mortgage,5.0,education,a,7500,5.42,0,0.24,n,4
26,80952,rent,6.0,education,d,13200,16.77,0,0.16,n,4
24,71040,rent,1.0,venture,a,13100,7.49,0,0.18,n,2
24,31000,mortgage,8.0,education,a,5000,5.42,0,0.16,n,2
25,31000,mortgage,4.0,homeimprovement,a,5200,5.42,0,0.17,n,4
25,31000,mortgage,7.0,homeimprovement,a,6000,7.66,0,0.19,n,2
24,135000,rent,8.0,personal,a,13050,10.99,0,0.1,n,3
21,24000,rent,2.0,venture,d,13000,15.7,1,0.54,y,3
24,31000,mortgage,8.0,homeimprovement,a,8000,5.42,0,0.26,n,4
21,24000,rent,5.0,debtconsolidation,c,13000,12.87,1,0.54,n,2
24,31000,mortgage,8.0,personal,d,9000,14.84,1,0.29,y,4
25,31000,mortgage,4.0,venture,b,10000,10.38,0,0.32,n,4
26,28000,rent,10.0,medical,d,13000,16.29,1,0.46,y,3
25,28000,rent,10.0,personal,a,13000,7.9,1,0.46,n,3
26,28800,rent,0.0,homeimprovement,d,13000,14.46,1,0.45,n,2
25,31000,mortgage,2.0,personal,b,12250,11.36,1,0.4,n,3
22,30000,rent,2.0,venture,c,13000,13.11,1,0.43,y,3
21,31200,rent,0.0,education,c,13000,13.11,1,0.42,y,2
26,33800,rent,4.0,education,c,13000,13.57,1,0.38,n,4
26,34000,rent,2.0,medical,b,13000,9.63,1,0.38,n,2
25,35000,rent,5.0,medical,c,13000,13.22,1,0.37,n,2
24,36000,rent,8.0,education,d,13000,17.27,1,0.36,n,4
22,31000,mortgage,1.0,debtconsolidation,c,5000,13.79,0,0.16,n,4
24,36000,rent,7.0,debtconsolidation,a,13000,7.29,1,0.36,n,3
26,31000,mortgage,5.0,education,b,4000,10.33,0,0.13,n,2
22,31000,mortgage,0.0,medical,c,3000,12.54,0,0.1,n,3
23,30000,rent,4.0,debtconsolidation,c,13000,13.57,1,0.43,y,2
22,36000,rent,6.0,debtconsolidation,b,13000,11.14,1,0.36,n,4
23,31000,mortgage,6.0,education,b,18500,10.99,0,0.6,n,4
24,37000,rent,3.0,education,b,13000,10.25,1,0.35,n,4
23,31164,mortgage,7.0,debtconsolidation,a,4500,6.62,0,0.14,n,2
23,38000,rent,4.0,education,d,13000,10.99,1,0.34,n,4
23,38400,rent,5.0,education,b,13000,11.71,1,0.34,n,3
25,38400,rent,0.0,debtconsolidation,b,13000,10.74,1,0.34,n,3
26,31200,mortgage,6.0,personal,a,9250,7.9,0,0.3,n,2
22,39000,rent,5.0,debtconsolidation,b,13000,11.83,1,0.33,n,4
25,40000,rent,9.0,personal,b,13000,10.99,1,0.33,n,3
24,40000,rent,5.0,debtconsolidation,c,13000,14.26,1,0.33,n,3
25,31200,mortgage,9.0,homeimprovement,d,2400,17.58,1,0.08,y,4
21,40800,rent,3.0,medical,c,13000,13.57,1,0.32,y,2
22,31200,mortgage,3.0,venture,b,3200,10.99,0,0.1,n,2
26,36000,rent,6.0,debtconsolidation,a,13000,5.99,1,0.36,n,4
21,42000,rent,5.0,education,d,13000,15.31,1,0.31,n,3
22,43000,rent,6.0,education,c,13000,12.87,0,0.3,y,4
22,37200,rent,0.0,venture,e,13000,16.0,1,0.35,n,2
23,44000,rent,1.0,education,c,13000,13.47,0,0.3,n,2
23,44100,rent,8.0,medical,a,13000,8.9,0,0.29,n,4
24,39000,rent,4.0,education,b,13000,10.75,1,0.33,n,4
23,31200,mortgage,7.0,debtconsolidation,b,7550,9.99,0,0.24,n,4
24,46000,rent,8.0,personal,b,13000,10.99,0,0.28,n,3
25,31200,mortgage,3.0,medical,a,11200,5.42,0,0.36,n,2
24,46540,rent,5.0,venture,d,13000,10.99,0,0.28,y,2
25,31200,mortgage,9.0,debtconsolidation,a,6000,5.79,0,0.19,n,4
22,48000,rent,1.0,medical,b,13000,9.99,0,0.27,n,2
22,31200,mortgage,4.0,medical,a,2000,7.29,0,0.06,n,3
26,48000,rent,0.0,debtconsolidation,b,13000,11.26,0,0.27,n,3
23,49000,rent,0.0,personal,a,13000,6.17,0,0.27,n,4
23,44000,rent,7.0,debtconsolidation,d,13000,16.29,1,0.3,n,3
22,20640,rent,0.0,education,c,2500,12.68,0,0.12,n,3
26,31200,mortgage,4.0,homeimprovement,a,8400,7.51,0,0.27,n,3
25,21600,rent,4.0,education,a,2500,5.99,0,0.12,n,3
22,21996,rent,0.0,medical,b,2500,11.89,0,0.11,n,2
21,22000,rent,4.0,debtconsolidation,a,2500,7.14,0,0.11,n,4
22,31200,mortgage,2.0,debtconsolidation,a,1050,7.51,1,0.03,n,4
23,22000,rent,0.0,venture,a,2500,7.51,0,0.11,n,2
24,22000,rent,0.0,debtconsolidation,b,2500,9.76,0,0.11,n,2
21,22200,rent,2.0,personal,d,2500,16.29,1,0.11,n,4
26,22406,rent,5.0,personal,a,2500,6.76,1,0.11,n,4
23,24000,rent,0.0,education,b,2500,11.71,0,0.1,n,2
21,31200,mortgage,2.0,education,d,1000,14.59,0,0.03,n,2
24,24000,rent,1.0,medical,b,2500,10.74,0,0.1,n,3
25,31200,mortgage,0.0,education,e,4750,10.99,1,0.15,n,2
24,31200,own,8.0,personal,b,10000,12.18,0,0.32,n,2
22,31200,mortgage,6.0,venture,a,3500,7.74,0,0.11,n,2
22,24960,rent,0.0,venture,a,2500,7.51,0,0.1,n,2
24,31200,mortgage,2.0,education,c,6700,14.26,0,0.21,y,2
25,24996,rent,8.0,venture,c,2500,12.98,0,0.1,n,4
22,24996,rent,0.0,medical,b,2500,10.99,1,0.1,n,3
23,25000,rent,0.0,personal,a,2500,6.91,0,0.1,n,2
24,25000,rent,5.0,medical,c,2500,13.48,0,0.1,y,4
22,25000,rent,0.0,debtconsolidation,b,2500,11.14,0,0.1,n,3
22,31215,own,4.0,education,b,14000,9.91,0,0.45,n,3
26,31303,mortgage,7.0,medical,a,12000,10.99,0,0.38,n,2
22,31356,mortgage,6.0,debtconsolidation,d,11225,10.99,1,0.36,y,2
25,26400,rent,4.0,education,b,2500,10.62,0,0.09,n,2
21,26940,rent,1.0,education,a,2500,5.42,0,0.09,n,4
26,27000,rent,0.0,education,c,2500,13.61,0,0.09,n,4
25,27024,rent,7.0,education,e,2500,16.69,0,0.09,n,2
25,31500,mortgage,4.0,education,a,8250,7.51,0,0.26,n,4
26,27200,rent,4.0,debtconsolidation,c,2500,13.49,0,0.09,n,4
22,31500,mortgage,2.0,venture,a,14000,8.9,0,0.44,n,3
22,31500,own,4.0,venture,a,8000,6.03,0,0.25,n,2
21,28200,rent,2.0,debtconsolidation,d,2500,16.77,1,0.09,y,2
24,28500,rent,3.0,debtconsolidation,b,2500,11.36,0,0.09,n,4
24,29000,rent,4.0,personal,b,2500,10.99,0,0.09,n,3
25,29000,rent,2.0,venture,c,2500,12.84,1,0.09,n,3
23,30000,rent,7.0,medical,b,2500,9.88,0,0.08,n,2
22,31500,mortgage,3.0,venture,b,4500,9.88,0,0.14,n,2
24,31000,rent,1.0,education,d,2500,14.54,1,0.08,y,3
26,31200,rent,4.0,venture,b,2500,10.37,0,0.08,n,3
21,31544,mortgage,4.0,medical,a,2200,7.9,0,0.07,n,2
23,31577,own,6.0,education,a,2500,6.92,0,0.08,n,4
21,32000,rent,1.0,venture,a,2500,7.4,0,0.08,n,3
25,33000,rent,6.0,debtconsolidation,b,2500,10.59,0,0.08,n,2
23,33448,rent,2.0,education,c,2500,11.66,0,0.07,y,2
23,33500,rent,2.0,education,e,2500,15.68,1,0.07,y,4
21,34368,rent,0.0,debtconsolidation,c,2500,12.87,0,0.07,y,2
21,31776,mortgage,5.0,venture,a,6000,8.9,0,0.19,n,3
23,34800,rent,7.0,education,a,2500,6.39,0,0.07,n,2
26,35000,rent,2.0,medical,a,2500,8.9,0,0.07,n,3
23,35000,rent,0.0,debtconsolidation,a,2500,7.51,0,0.07,n,2
24,29000,rent,2.0,medical,d,2500,10.99,1,0.09,n,4
22,30000,rent,2.0,education,a,2500,8.49,1,0.08,n,2
21,30000,rent,3.0,debtconsolidation,a,2500,7.14,1,0.08,n,4
22,30000,rent,0.0,education,c,2500,13.16,1,0.08,y,4
25,31920,mortgage,8.0,medical,c,4500,10.99,0,0.14,y,2
26,37000,rent,2.0,venture,a,2500,7.14,0,0.07,n,3
26,37225,rent,4.0,personal,c,2500,10.99,0,0.07,n,3
26,31992,other,0.0,venture,a,6500,10.99,0,0.2,n,4
25,32000,rent,1.0,medical,e,2500,16.45,1,0.08,y,2
25,38060,rent,9.0,debtconsolidation,b,2500,12.53,0,0.07,n,2
23,39200,rent,1.0,education,a,2500,7.74,0,0.06,n,3
23,32000,mortgage,7.0,education,b,10000,11.71,0,0.31,n,2
24,40000,rent,6.0,personal,c,2500,15.27,0,0.06,n,3
25,40000,rent,3.0,medical,b,2500,9.99,0,0.06,n,3
23,40000,rent,0.0,debtconsolidation,b,2500,10.99,0,0.06,n,2
25,32000,mortgage,8.0,debtconsolidation,a,5600,7.9,0,0.17,n,3
22,34000,rent,2.0,homeimprovement,c,2500,13.57,1,0.07,y,3
22,35500,rent,6.0,medical,d,2500,15.62,1,0.07,n,2
24,36000,rent,2.0,homeimprovement,d,2500,16.77,1,0.07,n,3
21,42000,rent,5.0,medical,b,2500,9.99,0,0.06,n,2
22,32000,mortgage,0.0,education,a,1700,7.9,0,0.05,n,4
23,42000,rent,0.0,education,b,2500,11.49,0,0.06,n,2
23,42000,rent,4.0,education,c,2500,13.61,0,0.06,n,4
22,42000,rent,0.0,venture,c,2500,13.92,0,0.06,y,3
25,36228,rent,4.0,medical,a,2500,7.66,1,0.07,n,2
21,32000,mortgage,4.0,personal,b,2500,11.71,1,0.08,n,3
21,42500,rent,0.0,debtconsolidation,b,2500,10.99,0,0.06,n,2
26,43000,rent,3.0,education,c,2500,13.49,0,0.06,n,2
22,37000,rent,2.0,homeimprovement,d,2500,17.49,1,0.07,n,3
25,45000,rent,5.0,medical,b,2500,12.69,0,0.06,n,4
21,32000,mortgage,4.0,medical,a,8000,5.99,0,0.25,n,3
24,32000,mortgage,5.0,homeimprovement,a,6000,5.42,0,0.19,n,4
23,32000,mortgage,4.0,education,a,2000,5.99,0,0.06,n,2
22,45000,rent,5.0,medical,c,2500,14.35,0,0.06,y,2
26,46000,rent,10.0,debtconsolidation,a,2500,8.49,0,0.05,n,4
26,46500,rent,1.0,debtconsolidation,c,2500,14.72,0,0.05,y,3
26,47004,rent,9.0,medical,d,2500,15.65,0,0.05,y,3
22,32000,mortgage,3.0,education,a,6000,8.49,0,0.19,n,2
24,48000,rent,4.0,education,c,2500,13.35,0,0.05,n,4
22,49500,rent,7.0,medical,c,2500,14.27,0,0.05,y,2
26,32000,mortgage,4.0,education,a,4900,5.99,0,0.15,n,3
22,45630,rent,0.0,education,e,2500,18.64,1,0.05,n,2
23,51873,rent,2.0,venture,a,2500,10.99,0,0.05,n,3
22,32000,mortgage,4.0,education,a,11050,7.49,0,0.35,n,2
26,52000,rent,6.0,debtconsolidation,c,2500,14.82,0,0.05,y,2
24,46180,rent,1.0,venture,c,2500,13.98,1,0.05,y,3
25,54000,rent,4.0,personal,c,2500,13.98,0,0.05,n,2
23,54000,rent,7.0,education,d,2500,16.32,0,0.05,y,2
25,32000,mortgage,3.0,personal,b,15000,11.11,0,0.47,n,4
22,54996,rent,6.0,debtconsolidation,c,2500,14.35,0,0.05,y,4
26,48996,rent,8.0,debtconsolidation,d,2500,14.59,1,0.05,n,2
25,55000,rent,4.0,personal,a,2500,7.88,0,0.05,n,2
22,55000,rent,5.0,education,b,2500,10.99,0,0.05,n,4
23,49000,rent,1.0,debtconsolidation,f,2500,10.99,1,0.05,n,2
24,57600,rent,8.0,education,c,2500,14.72,0,0.04,y,3
25,32000,mortgage,7.0,personal,b,3250,10.74,1,0.1,n,2
23,59000,rent,7.0,personal,d,2500,14.96,0,0.04,n,2
22,60000,rent,5.0,debtconsolidation,c,2500,10.99,0,0.04,y,4
25,60000,rent,9.0,personal,a,2500,8.63,0,0.04,n,3
23,61000,rent,3.0,debtconsolidation,a,2500,7.49,0,0.04,n,3
26,32000,mortgage,7.0,venture,c,4800,12.61,0,0.15,y,3
25,32000,mortgage,3.0,debtconsolidation,b,6250,11.49,0,0.2,n,3
23,63000,rent,7.0,education,c,2500,14.72,0,0.04,n,2
26,64000,rent,3.0,medical,b,2500,10.99,0,0.04,n,3
25,65004,rent,10.0,medical,b,2500,10.08,0,0.04,n,2
24,69996,rent,3.0,debtconsolidation,b,2500,12.53,0,0.04,n,3
24,32000,mortgage,4.0,venture,b,3000,10.75,0,0.09,n,4
22,54400,rent,6.0,medical,d,2500,16.49,1,0.04,y,3
24,32000,mortgage,7.0,venture,a,4500,6.76,0,0.14,n,2
24,64000,rent,4.0,homeimprovement,b,2500,11.14,1,0.04,n,3
24,70082,rent,5.0,venture,c,2500,12.61,0,0.04,n,4
24,79800,rent,8.0,homeimprovement,b,2500,9.62,0,0.03,n,2
26,82400,rent,10.0,venture,c,2500,13.92,0,0.03,n,3
26,85000,rent,1.0,education,a,2500,8.59,0,0.03,n,2
23,92500,rent,6.0,venture,b,2500,10.74,0,0.03,n,3
24,32000,mortgage,6.0,education,a,12250,8.94,0,0.38,n,4
23,112995,rent,7.0,venture,a,2500,7.37,0,0.02,n,3
26,121000,rent,2.0,education,a,2500,7.66,0,0.02,n,4
26,200004,rent,7.0,medical,c,2500,13.61,0,0.01,y,2
23,10560,rent,0.0,debtconsolidation,b,2800,9.99,1,0.27,n,4
23,13000,rent,3.0,personal,d,2800,15.21,1,0.22,y,2
25,13380,rent,0.0,personal,d,2800,14.61,1,0.21,y,2
22,14400,rent,5.0,venture,a,2800,6.54,1,0.19,n,3
22,32000,mortgage,0.0,venture,a,6950,7.74,0,0.22,n,3
21,14800,rent,5.0,debtconsolidation,a,2800,8.0,1,0.19,n,3
26,15000,rent,1.0,education,d,2800,15.31,1,0.19,y,4
23,32000,mortgage,4.0,venture,a,1200,7.68,0,0.04,n,4
21,15600,rent,0.0,medical,a,2800,7.4,1,0.18,n,4
23,32000,mortgage,1.0,debtconsolidation,b,15000,11.58,0,0.47,n,4
25,20800,rent,0.0,homeimprovement,d,2800,15.21,1,0.13,y,4
21,32000,own,3.0,personal,e,4500,16.0,0,0.14,n,4
24,21168,rent,3.0,venture,c,2800,14.22,0,0.13,y,4
22,23000,rent,1.0,medical,f,2800,21.74,1,0.12,n,4
23,23760,rent,2.0,debtconsolidation,b,2800,10.99,0,0.12,n,2
23,24000,rent,2.0,medical,b,2800,11.49,1,0.12,n,4
25,32000,mortgage,1.0,debtconsolidation,c,8000,13.16,0,0.25,n,2
21,32000,mortgage,5.0,debtconsolidation,b,4200,11.58,0,0.13,n,2
25,32000,mortgage,1.0,homeimprovement,a,2500,7.68,1,0.08,n,3
22,32000,mortgage,2.0,medical,c,7500,10.99,0,0.23,y,3
23,26500,rent,1.0,education,c,2800,12.29,0,0.11,n,3
22,27000,rent,3.0,medical,a,2800,7.51,1,0.1,n,3
22,32000,own,1.0,medical,b,1200,9.96,0,0.04,n,2
23,32000,mortgage,0.0,homeimprovement,d,2500,12.8,1,0.08,y,3
23,28800,rent,5.0,personal,b,2800,10.38,0,0.1,n,2
22,29376,rent,1.0,education,a,2800,7.43,0,0.1,n,4
26,30000,rent,4.0,venture,c,2800,14.65,0,0.09,y,3
22,19200,rent,3.0,medical,c,2850,15.27,0,0.15,y,4
25,32004,mortgage,4.0,medical,a,7200,5.42,0,0.22,n,4
25,32004,mortgage,3.0,personal,a,22750,6.17,0,0.71,n,4
24,45000,rent,3.0,medical,d,2850,11.86,0,0.06,n,2
23,32004,own,0.0,education,e,9250,17.19,0,0.29,n,4
22,90000,rent,5.0,venture,a,2850,5.99,0,0.03,n,3
23,28000,rent,2.0,venture,c,2875,15.23,0,0.1,y,3
25,36800,rent,1.0,medical,c,2875,11.28,0,0.08,y,4
22,32004,mortgage,6.0,education,a,10000,7.51,0,0.31,n,2
26,66000,rent,0.0,debtconsolidation,a,2875,7.49,0,0.04,n,2
24,32004,mortgage,5.0,venture,c,14000,12.73,0,0.44,n,4
21,19000,rent,0.0,personal,a,2900,8.0,0,0.15,n,2
26,31200,rent,0.0,medical,b,2900,9.91,0,0.09,n,2
22,31500,rent,3.0,debtconsolidation,d,2900,10.99,1,0.09,n,4
25,50000,rent,0.0,education,a,2900,8.0,0,0.06,n,4
22,27000,rent,5.0,personal,b,2925,10.71,0,0.11,n,4
22,32004,mortgage,6.0,education,b,10000,10.83,0,0.31,n,3
22,32004,own,0.0,education,a,6600,9.07,0,0.21,n,3
22,25000,rent,0.0,venture,b,2975,9.96,0,0.12,n,2
21,49800,rent,6.0,education,a,2975,7.9,0,0.06,n,2
22,32112,mortgage,4.0,personal,c,15000,13.98,0,0.47,n,3
24,10000,rent,8.0,personal,a,3000,7.9,1,0.3,n,3
23,32198,mortgage,3.0,education,b,1000,10.95,0,0.03,n,2
21,12000,rent,5.0,education,a,3000,8.9,1,0.25,n,4
21,12000,rent,0.0,venture,a,3000,7.88,1,0.25,n,3
23,13200,rent,0.0,debtconsolidation,c,3000,10.99,1,0.23,n,3
21,32268,own,0.0,medical,a,8000,8.0,0,0.25,n,3
23,14000,rent,4.0,venture,a,3000,7.74,1,0.21,n,3
21,14400,rent,2.0,medical,c,3000,13.43,1,0.21,y,3
22,32352,mortgage,6.0,homeimprovement,c,1000,15.27,1,0.03,y,2
21,14400,rent,2.0,homeimprovement,b,3000,9.63,1,0.21,n,2
23,32388,mortgage,0.0,education,b,6000,10.71,0,0.19,n,4
26,14400,rent,1.0,venture,b,3000,10.99,1,0.21,n,2
22,15000,rent,3.0,education,b,3000,9.91,1,0.2,n,3
22,15000,rent,2.0,venture,a,3000,7.51,1,0.2,n,4
22,32400,mortgage,6.0,venture,b,4200,10.99,0,0.13,n,4
25,32400,mortgage,9.0,personal,c,10000,13.99,0,0.31,y,3
22,32400,mortgage,4.0,personal,a,5000,7.49,0,0.15,n,3
25,32400,mortgage,2.0,debtconsolidation,a,4800,7.29,0,0.15,n,4
22,32400,mortgage,6.0,education,a,3625,6.92,0,0.11,n,3
23,16080,rent,4.0,debtconsolidation,d,3000,16.29,1,0.19,y,2
21,32400,mortgage,2.0,education,a,10000,5.42,0,0.31,n,2
22,16320,rent,0.0,homeimprovement,c,3000,13.92,1,0.18,y,4
26,17280,rent,0.0,homeimprovement,c,3000,10.99,1,0.17,n,4
25,17400,rent,0.0,education,b,3000,11.83,1,0.17,n,4
23,17520,rent,5.0,debtconsolidation,b,3000,10.37,1,0.17,n,4
21,17916,rent,1.0,medical,a,3000,6.0,1,0.17,n,3
23,18000,rent,1.0,homeimprovement,b,3000,11.71,1,0.17,n,4
21,18000,rent,0.0,debtconsolidation,a,3000,7.9,1,0.17,n,2
22,32400,mortgage,1.0,debtconsolidation,a,5500,10.99,0,0.17,n,2
21,32400,mortgage,5.0,personal,e,5000,16.0,1,0.15,n,2
24,18000,rent,5.0,personal,c,3000,15.27,1,0.17,y,2
23,18000,rent,1.0,homeimprovement,d,3000,15.99,1,0.17,y,2
22,18000,rent,0.0,medical,c,3000,13.99,1,0.17,y,4
26,32450,mortgage,5.0,medical,a,3250,6.99,0,0.1,n,4
22,18000,rent,3.0,debtconsolidation,b,3000,10.59,1,0.17,n,3
23,18000,rent,4.0,personal,c,3000,13.06,1,0.17,n,2
22,18000,rent,2.0,venture,b,3000,10.99,1,0.17,n,2
22,18000,rent,1.0,personal,b,3000,11.86,1,0.17,n,2
25,32500,mortgage,3.0,education,a,12500,7.9,0,0.38,n,4
21,18008,rent,1.0,medical,b,3000,9.7,1,0.17,n,2
22,32500,mortgage,6.0,debtconsolidation,a,2500,6.99,0,0.08,n,3
21,18864,rent,0.0,homeimprovement,b,3000,10.99,1,0.16,n,4
22,32500,mortgage,5.0,debtconsolidation,b,14500,11.99,0,0.45,n,4
22,19000,rent,5.0,venture,c,3000,13.06,1,0.16,n,2
23,19200,rent,3.0,venture,c,3000,12.99,1,0.16,y,2
23,19200,rent,0.0,personal,b,3000,9.99,1,0.16,n,3
24,32500,mortgage,6.0,medical,c,6600,12.73,0,0.2,n,4
26,32500,mortgage,8.0,medical,c,3000,13.22,0,0.09,n,4
26,32500,mortgage,0.0,homeimprovement,a,3500,8.59,0,0.11,n,2
21,19200,rent,0.0,personal,b,3000,10.99,1,0.16,n,2
22,19200,rent,0.0,homeimprovement,e,3000,10.99,1,0.16,y,3
22,20000,rent,2.0,education,c,3000,13.11,0,0.15,n,4
21,20004,rent,2.0,education,b,3000,10.37,0,0.15,n,3
24,20004,rent,3.0,venture,c,3000,10.99,0,0.15,n,4
23,20800,rent,0.0,debtconsolidation,b,3000,11.46,0,0.14,n,4
25,32760,mortgage,6.0,venture,b,6000,10.59,0,0.18,n,2
26,21000,rent,3.0,personal,b,3000,10.59,0,0.14,n,2
23,21000,rent,2.0,debtconsolidation,c,3000,12.68,0,0.14,y,2
22,21600,rent,2.0,education,c,3000,13.49,0,0.14,n,3
21,32900,mortgage,2.0,medical,b,3000,9.99,0,0.09,n,2
22,32968,own,6.0,education,a,16500,8.9,0,0.5,n,4
24,22000,rent,3.0,personal,b,3000,10.33,0,0.14,n,2
22,22800,rent,3.0,medical,a,3000,6.62,0,0.13,n,3
22,23000,rent,4.0,medical,a,3000,5.79,0,0.13,n,2
24,23000,rent,0.0,education,a,3000,8.0,0,0.13,n,3
22,33000,own,6.0,personal,b,12000,9.91,0,0.36,n,2
24,30000,rent,2.0,education,a,3000,6.03,0,0.1,n,3
22,30000,rent,6.0,medical,b,3000,10.99,0,0.1,n,4
24,30000,rent,4.0,debtconsolidation,e,3000,19.29,1,0.1,y,2
24,30000,rent,2.0,personal,a,3000,7.49,0,0.1,n,3
22,33000,mortgage,6.0,venture,b,8875,10.65,0,0.27,n,4
23,30000,rent,2.0,venture,a,3000,7.49,0,0.1,n,2
24,30000,rent,1.0,personal,b,3000,10.37,0,0.1,n,2
23,30000,rent,0.0,medical,a,3000,5.79,0,0.1,n,3
25,30000,rent,3.0,debtconsolidation,c,3000,12.98,0,0.1,n,3
23,30000,rent,3.0,medical,d,3000,15.2,1,0.1,y,2
21,30000,rent,5.0,personal,b,3000,9.62,0,0.1,n,4
25,30000,rent,3.0,personal,c,3000,13.61,0,0.1,n,2
22,30000,rent,3.0,personal,b,3000,11.12,0,0.1,n,3
21,30000,rent,4.0,education,d,3000,16.32,0,0.1,y,3
24,30000,rent,8.0,medical,b,3000,11.86,0,0.1,n,4
24,30000,rent,1.0,debtconsolidation,c,3000,13.98,1,0.1,y,2
25,30000,rent,4.0,medical,b,3000,10.99,0,0.1,n,4
21,33000,own,4.0,personal,a,2500,6.03,0,0.08,n,4
25,33000,mortgage,6.0,education,a,8000,6.62,0,0.24,n,4
21,33000,mortgage,5.0,homeimprovement,c,2000,14.27,1,0.06,n,4
25,30000,rent,4.0,homeimprovement,b,3000,12.21,1,0.1,n,4
21,30000,rent,2.0,education,b,3000,11.89,0,0.1,n,4
25,33000,mortgage,9.0,medical,b,3000,11.99,0,0.09,n,2
24,30960,rent,5.0,medical,d,3000,15.62,0,0.1,n,4
25,33000,mortgage,9.0,venture,a,5000,8.49,0,0.15,n,3
26,31131,rent,0.0,medical,d,3000,13.36,1,0.1,y,4
26,33000,own,4.0,venture,a,10150,8.49,0,0.31,n,2
22,31200,rent,3.0,education,b,3000,11.86,0,0.1,n,4
23,31200,rent,2.0,education,b,3000,11.89,0,0.1,n,2
22,31356,rent,0.0,debtconsolidation,a,3000,7.68,0,0.1,n,4
23,33000,mortgage,3.0,personal,d,8325,15.99,0,0.25,n,3
24,33000,mortgage,3.0,personal,e,1250,19.29,0,0.04,n,4
23,33000,mortgage,4.0,education,a,8000,7.49,0,0.24,n,3
25,32000,rent,3.0,debtconsolidation,a,3000,8.94,0,0.09,n,3
24,32000,rent,4.0,medical,c,3000,12.29,0,0.09,y,2
24,33000,mortgage,8.0,homeimprovement,c,2050,13.49,1,0.06,n,2
25,32004,rent,0.0,debtconsolidation,a,3000,9.32,0,0.09,n,2
23,32400,rent,6.0,venture,b,3000,10.0,0,0.09,n,2
22,32400,rent,5.0,personal,e,3000,16.45,0,0.09,n,3
26,32640,rent,7.0,venture,b,3000,10.75,0,0.09,n,2
26,33000,rent,7.0,medical,a,3000,5.99,0,0.09,n,4
22,33000,mortgage,5.0,debtconsolidation,a,12375,7.29,0,0.38,n,2
25,33000,rent,3.0,venture,a,3000,5.99,0,0.09,n,2
25,33000,rent,6.0,personal,b,3000,10.95,0,0.09,n,4
26,33189,rent,4.0,education,b,3000,11.12,0,0.09,n,2
